pl_name,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_rade,pl_bmasse,pl_dens,hostname,sy_dist,st_mass,st_spectype,st_lum,st_teff,st_met,st_age
Kepler-228 c,Transit,2014,0,4.134444,2.7,7.75,2.16,Kepler-228,1644.61,0.9500000000000001,,0.111,6043.0,-0.03,0.3
Kepler-230 b,Transit,2014,0,32.625555,4.26,16.8,1.19,Kepler-230,740.754,0.84,,-0.368,5588.0,-0.14,1.8
Kepler-254 c,Transit,2014,0,12.412183,2.15,3.2,1.77,Kepler-254,1389.48,0.93,,-0.125,5957.0,0.16,0.3
Kepler-255 b,Transit,2014,0,5.714606,1.55,3.02,4.46,Kepler-255,1052.53,0.87,,-0.183,5573.0,0.339,2.4
Kepler-256 b,Transit,2014,0,1.620493,1.5899999999999999,3.15,4.31,Kepler-256,1026.43,0.97,,-0.059000000000000004,5551.0,0.12,9.55
Kepler-257 b,Transit,2014,0,2.382667,2.61,7.32,2.26,Kepler-257,780.256,0.85,,-0.378,5180.0,0.04,14.0
Kepler-257 d,Transit,2014,0,24.664551,4.95,21.7,0.983,Kepler-257,780.256,0.85,,-0.378,5180.0,0.04,14.0
Kepler-26 c,Transit,2011,0,17.2559,2.7199999999999998,6.2,1.6099999999999999,Kepler-26,335.307,0.54,M0 V,-1.06,3914.0,-0.13,2.95
Kepler-258 b,Transit,2014,0,13.19722,4.06,15.5,1.27,Kepler-258,575.988,0.8200000000000001,,-0.5750000000000001,4942.0,0.303,13.7
Kepler-259 c,Transit,2014,0,36.924931,2.7,7.75,2.16,Kepler-259,1002.14,0.93,,-0.153,5938.0,-0.03,0.4
Kepler-26 e,Transit,2014,0,46.827915,2.41,6.39,2.51,Kepler-26,335.307,0.62,M0 V,-1.06,4486.0,-0.05,2.95
Kepler-254 b,Transit,2014,0,5.826662,3.87,14.3,1.3599999999999999,Kepler-254,1389.48,0.93,,-0.125,5957.0,0.16,0.3
Kepler-265 b,Transit,2014,0,6.846262,1.8599999999999999,4.12,3.52,Kepler-265,1280.25,0.98,,0.005,5835.0,-0.14,0.28
Kepler-267 c,Transit,2014,0,6.87745,2.13,5.18,2.95,Kepler-267,264.993,0.54,M1 V,-1.229,4258.0,-0.18,3.31
Kepler-1477 b,Transit,2016,0,11.55530021,1.18,1.76,5.89,Kepler-1477,680.828,0.81,,-0.196,5100.0,-0.06,4.68
Kepler-306 e,Transit,2014,0,44.840975,2.27,5.77,2.71,Kepler-306,775.679,0.81,,-0.46900000000000003,4954.0,-0.08,2.63
Kepler-1473 b,Transit,2016,0,14.4273551,1.19,1.81,5.9,Kepler-1473,652.253,1.09,,0.194,6046.0,-0.01,2.63
Kepler-231 c,Transit,2014,0,19.271566,1.9300000000000002,24.1,18.4,Kepler-231,316.618,0.58,M1 V,-1.036,3767.0,-0.1,3.47
Kepler-265 e,Transit,2014,0,67.831024,2.59,7.22,2.28,Kepler-265,1280.25,0.98,,0.005,5835.0,-0.14,0.28
Kepler-292 b,Transit,2014,0,2.580827,1.32,2.3,5.5,Kepler-292,1056.48,0.85,,-0.337,5299.0,-0.07,5.13
Kepler-271 c,Transit,2014,0,7.41086267,0.9500000000000001,0.809,5.18,Kepler-271,404.542,0.9,,-0.253,5555.0,-0.13,4.57
Kepler-271 d,Transit,2016,0,5.24972541,0.66,0.21900000000000003,4.19,Kepler-271,404.542,0.9,,-0.253,5555.0,-0.13,4.57
Kepler-286 c,Transit,2014,0,3.468095,1.37,2.45,5.24,Kepler-286,1226.85,0.96,,-0.116,5580.0,-0.12,2.75
Kepler-286 e,Transit,2014,0,29.221289,1.77,3.7800000000000002,3.75,Kepler-286,1226.85,0.96,,-0.116,5580.0,-0.12,2.75
Kepler-271 b,Transit,2014,0,10.43547805,1.23,2.04,6.02,Kepler-271,404.542,0.9,,-0.253,5555.0,-0.13,4.57
Kepler-272 b,Transit,2014,0,2.971353,1.43,78.0,147.0,Kepler-272,889.608,0.86,,0.066,5297.0,0.09,4.9
Kepler-278 b,Transit,2014,0,30.160546,4.07,15.6,1.27,Kepler-278,443.03,1.08,,0.62,4991.0,0.271,7.76
Kepler-292 c,Transit,2014,0,3.715335,1.47,2.76,4.77,Kepler-292,1056.48,0.85,,-0.337,5299.0,-0.07,5.13
Kepler-282 b,Transit,2014,0,9.220524,1.01,1.01,5.39,Kepler-282,1337.61,0.79,,0.106,5602.0,-0.25,0.4
Kepler-293 b,Transit,2014,0,19.254196,3.07,9.64,1.83,Kepler-293,974.633,0.9400000000000001,,-0.233,5804.0,0.04,0.5
Kepler-275 d,Transit,2014,0,35.676062,3.33,11.1,1.65,Kepler-275,2034.25,1.16,,0.449,6165.0,0.0,0.31
Kepler-280 c,Transit,2014,0,4.807091,2.01,4.7,3.18,Kepler-280,780.361,0.96,,-0.064,5744.0,0.121,4.27
Kepler-282 c,Transit,2014,0,13.638723,1.2,1.87,5.95,Kepler-282,1337.61,0.79,,0.106,5602.0,-0.25,0.4
Kepler-282 d,Transit,2013,0,24.806,2.46,61.0,22.5,Kepler-282,1337.61,0.97,,0.106,5699.0,-0.25,0.4
Kepler-283 b,Transit,2014,0,11.008151,2.13,5.18,2.95,Kepler-283,468.094,0.6,,-0.983,4351.0,-0.17,3.09
Kepler-295 d,Transit,2014,0,33.884054,1.3599999999999999,2.42,5.29,Kepler-295,1699.19,0.89,,0.629,5603.0,-0.01,8.8
Kepler-289 c,Transit,2014,0,125.8518,11.59,132.0,0.47,Kepler-289,704.438,1.08,,0.061,5990.0,0.05,0.65
Kepler-1417 b,Transit,2016,0,20.3505213,1.0,0.9720000000000001,5.34,Kepler-1417,991.845,1.02,,0.395,5839.0,0.02,4.07
Kepler-1474 b,Transit,2016,0,36.4333452,2.16,5.31,2.9,Kepler-1474,1180.9,1.04,,0.029,5870.0,0.04,3.8
Kepler-293 c,Transit,2014,0,54.155743,3.83,14.0,1.37,Kepler-293,974.633,0.9400000000000001,,-0.233,5804.0,0.04,0.5
Kepler-302 b,Transit,2014,0,30.184104,4.06,15.5,1.27,Kepler-302,1402.58,1.02,,0.049,5740.0,0.06,0.5
Kepler-294 b,Transit,2014,0,3.701212,1.77,3.7800000000000002,3.75,Kepler-294,1357.01,0.9500000000000001,,-0.148,5913.0,0.16,0.6
Kepler-295 c,Transit,2014,0,21.526258,1.17,1.71,5.87,Kepler-295,1699.19,0.89,,0.629,5603.0,-0.01,8.8
Kepler-290 c,Transit,2014,0,36.77031,2.7,7.75,2.16,Kepler-290,694.627,0.8,,-0.586,5147.0,-0.06,1.1
Kepler-291 b,Transit,2014,0,3.5465109999999997,2.16,5.31,2.9,Kepler-291,1786.48,0.9,,0.07100000000000001,6002.0,-0.11,0.3
Kepler-298 b,Transit,2014,0,10.475464,1.96,4.5,3.28,Kepler-298,518.204,0.66,,-0.733,4465.0,-0.21,2.4
Kepler-311 c,Transit,2014,0,19.738286,1.43,2.63,4.9399999999999995,Kepler-311,778.654,1.08,,0.193,5905.0,-0.01,1.9500000000000002
HAT-P-66 b,Transit,2016,0,2.972086,17.822,248.86089,0.242,HAT-P-66,935.456,1.26,G0,0.615,6002.0,0.035,4.66
TOI-1136 c,Transit,2022,0,6.25725,2.879,8.64,1.99,TOI-1136,84.5362,1.02,,-0.021,5770.0,0.07,0.7000000000000001
ROXs 12 b,Imaging,2013,0,,12.2,5085.0,15.4,ROXs 12,136.65,0.87,M0,-0.79,3850.0,0.14,0.008
Kepler-453 b,Transit,2015,0,240.503,6.204,16.0,,Kepler-453,442.846,0.9400000000000001,,-0.221,5527.0,0.09,2.49
Kepler-481 b,Transit,2016,0,10.06082567,2.5,6.8,2.39,Kepler-481,813.724,1.01,,0.20700000000000002,5802.0,0.03,6.17
Kepler-484 b,Transit,2016,0,10.04556931,2.2800000000000002,5.82,2.7,Kepler-484,382.136,0.96,,-0.135,5668.0,-0.1,1.48
Kepler-392 c,Transit,2014,0,10.423118,1.1,1.37,5.66,Kepler-392,681.428,1.07,,0.195,5938.0,-0.436,4.37
GJ 273 c,Radial Velocity,2017,0,4.7234,1.06,1.18,5.44,GJ 273,5.921535,0.29,M3.5,-2.056,3382.0,0.09,
Kepler-479 b,Transit,2016,0,12.49341307,2.12,5.14,2.96,Kepler-479,344.901,0.86,,-0.40900000000000003,5247.0,-0.02,4.27
Kepler-498 b,Transit,2016,0,9.61375356,3.03,9.43,1.8599999999999999,Kepler-498,938.844,0.98,,0.17200000000000001,5744.0,-0.04,3.89
Kepler-461 b,Transit,2016,0,8.31378306,2.58,7.18,2.3,Kepler-461,692.158,0.98,,0.246,5634.0,0.04,2.51
Kepler-489 b,Transit,2016,0,17.27629612,7.72,46.1,0.5509999999999999,Kepler-489,369.645,0.8200000000000001,,-0.518,5014.0,0.0,3.31
K2-260 b,Transit,2018,0,2.6266657,17.396,451.3186,0.5,K2-260,663.834,1.3900000000000001,F6 V,0.543,6367.0,-0.14,1.9
Kepler-334 d,Transit,2014,0,25.09849,1.4100000000000001,2.5700000000000003,5.04,Kepler-334,426.59,1.07,,0.056,5828.0,-0.012,1.6
Kepler-335 c,Transit,2014,0,67.844469,3.07,9.64,1.83,Kepler-335,1278.97,1.02,,0.578,5877.0,0.278,4.37
Kepler-336 d,Transit,2014,0,20.678772,2.37,6.21,2.56,Kepler-336,768.86,1.09,,0.26,5867.0,0.337,4.9
Kepler-337 c,Transit,2014,0,9.693201,2.05,4.86,3.1,Kepler-337,677.975,1.05,,0.481,5684.0,0.11,8.2
Kepler-339 d,Transit,2014,0,10.558345,1.17,14.7,50.4,Kepler-339,616.637,0.93,,-0.313,5631.0,0.033,4.37
Kepler-342 b,Transit,2014,0,15.170318,2.25,5.69,2.74,Kepler-342,781.611,1.26,,0.453,6175.0,-0.001,2.04
Kepler-343 c,Transit,2014,0,23.22182,2.02,4.74,3.16,Kepler-343,927.193,1.08,,0.216,5807.0,0.145,6.03
Kepler-344 c,Transit,2014,0,125.596809,2.95,9.01,1.93,Kepler-344,1002.94,0.93,,-0.185,5774.0,0.04,6.6
Kepler-35 b,Transit,2011,0,131.458,8.16,40.363,0.41,Kepler-35,1819.17,0.89,,-0.027,5606.0,-0.34,
Kepler-357 d,Transit,2014,0,49.499875,3.43,11.6,1.58,Kepler-357,688.573,0.79,,-0.556,5036.0,0.18,13.8
Kepler-472 b,Transit,2016,0,4.17625551,3.22,10.5,1.73,Kepler-472,306.602,0.85,,-0.513,4996.0,0.16,2.69
Kepler-499 b,Transit,2016,0,5.63252845,2.17,5.35,2.88,Kepler-499,556.726,0.87,,-0.279,5312.0,0.0,4.57
Kepler-348 b,Transit,2014,0,7.05677,1.52,2.92,4.57,Kepler-348,570.783,1.27,,0.433,6177.0,0.07,2.29
Kepler-349 c,Transit,2014,0,12.247629,1.96,4.5,3.28,Kepler-349,940.724,1.02,,-0.007,5956.0,0.151,3.09
Kepler-323 b,Transit,2014,0,1.678327,1.43,684.4,1290.0,Kepler-323,454.883,1.09,,0.151,5987.0,-0.215,3.96
Kepler-332 d,Transit,2014,0,34.21154,1.18,1.76,5.89,Kepler-332,344.19,0.8,,-0.584,4955.0,-0.1,2.8200000000000003
Kepler-377 c,Transit,2014,0,27.014976,2.06,4.9,3.08,Kepler-377,823.804,1.07,,0.218,5949.0,0.01,0.3
Kepler-350 d,Transit,2013,0,26.136,2.8,14.9,3.73,Kepler-350,956.859,1.0,,0.428,6492.3,0.041,4.0
Kepler-1590 b,Transit,2016,0,7.61760804,1.1400000000000001,1.55,5.75,Kepler-1590,771.152,1.11,,0.063,6053.0,0.03,3.39
Kepler-355 b,Transit,2014,0,11.03189,1.46,2.73,4.82,Kepler-355,1432.17,0.99,,0.195,6184.0,0.14,3.7199999999999998
Kepler-355 c,Transit,2014,0,25.762294,2.71,7.8,2.15,Kepler-355,1432.17,0.99,,0.195,6184.0,0.14,3.7199999999999998
Kepler-350 b,Transit,2014,0,11.189562,1.85,4.08,3.54,Kepler-350,956.859,1.19,,0.428,6186.0,0.041,4.0
Kepler-341 d,Transit,2014,0,27.666313,1.85,4.08,3.54,Kepler-341,1047.03,1.0,,0.127,6012.0,0.14,3.6
Kepler-345 c,Transit,2014,0,9.387427,1.2,2.2,4.8,Kepler-345,260.0,0.61,,-0.495,4504.0,0.191,2.75
Kepler-1492 b,Transit,2016,0,16.75255007,1.49,2.83,4.7,Kepler-1492,331.553,0.77,,-0.754,4712.0,0.06,2.8200000000000003
Kepler-65 c,Transit,2012,0,5.8599440000000005,2.58,5.4,1.6400000000000001,Kepler-65,303.728,1.25,,0.467,6211.0,0.17,2.9
Kepler-65 d,Transit,2012,0,8.13123,1.52,4.14,5.7,Kepler-65,303.728,1.25,,0.467,6211.0,0.17,2.9
Kepler-373 b,Transit,2014,0,5.535309,1.3599999999999999,2.42,5.29,Kepler-373,1090.45,0.93,,0.212,5787.0,0.07,0.5
Kepler-373 c,Transit,2014,0,16.725948,1.24,2.07,5.97,Kepler-373,1090.45,0.93,,0.212,5787.0,0.07,0.5
Kepler-1508 b,Transit,2016,0,20.7056504,1.33,2.33,5.44,Kepler-1508,1260.28,1.1400000000000001,,0.537,6158.0,0.01,2.69
Kepler-371 b,Transit,2014,0,34.763278,1.8900000000000001,4.23,3.44,Kepler-371,813.192,0.93,,0.244,5666.0,-0.197,0.3
Kepler-383 b,Transit,2014,0,12.904532,1.32,2.3,5.5,Kepler-383,470.0,0.67,,-0.6980000000000001,4710.0,-0.178,13.9
Kepler-383 c,Transit,2014,0,31.200751,1.24,2.07,5.97,Kepler-383,470.0,0.67,,-0.6980000000000001,4710.0,-0.178,13.9
Kepler-365 b,Transit,2014,0,10.664903,2.04,4.82,3.12,Kepler-365,1038.99,1.02,,0.112,6012.0,-0.218,4.0
Kepler-404 b,Transit,2014,0,11.829851,1.27,2.15,5.77,Kepler-404,812.524,0.93,,-0.337,5654.0,-0.04,0.4
Kepler-387 b,Transit,2014,0,6.7916360000000005,1.03,1.08,5.43,Kepler-387,801.052,0.8200000000000001,,0.137,5774.0,-0.4,1.01
Kepler-387 c,Transit,2014,0,11.837549,0.89,0.64,4.99,Kepler-387,801.052,0.8200000000000001,,0.137,5774.0,-0.4,1.01
Kepler-388 b,Transit,2014,0,3.173315,0.81,0.457,4.73,Kepler-388,425.0,0.64,,-0.439,4498.0,0.0,13.9
Kepler-388 c,Transit,2014,0,13.297004,0.86,0.5660000000000001,4.89,Kepler-388,425.0,0.64,,-0.439,4498.0,0.0,13.9
Kepler-354 d,Transit,2014,0,24.209842,1.24,2.07,5.97,Kepler-354,554.064,0.65,,-0.714,4648.0,-0.03,13.8
GJ 9827 c,Transit,2017,0,3.6480957,1.241,0.8400000000000001,2.42,GJ 9827,29.661,0.61,K6 V,-0.9420000000000001,4340.0,-0.26,10.0
HATS-41 b,Transit,2018,0,4.193649,14.908,3082.951,5.1,HATS-41,737.668,1.5,,0.653,6424.0,0.47000000000000003,1.34
WASP-97 b,Transit,2014,0,2.07276,12.778,432.2488,1.21,WASP-97,151.068,1.18,G5,0.07100000000000001,5640.0,0.23,4.8
CoRoT-20 c,Radial Velocity,2018,0,1675.0,12.2,5403.11,16.4,CoRoT-20,844.061,1.1400000000000001,G2 V,0.006,4947.5,0.14,0.1
K2-117 b,Transit,2017,0,1.2916,2.03,4.78,3.14,K2-117,101.632,0.54,M1.0 V,-1.357,3778.0,-0.05,
Kepler-431 c,Transit,2015,0,8.703,0.668,0.229,4.22,Kepler-431,486.546,1.07,,0.498,6004.0,0.07,4.34
Kepler-414 b,Transit Timing Variations,2014,0,4.7,1.71,3.5,3.85,Kepler-414,413.46,0.89,,-0.169,5536.0,0.05,5.5
WASP-37 b,Transit,2010,0,3.577469,13.002,572.07,1.53,WASP-37,392.791,0.93,,-0.021,5800.0,-0.28400000000000003,11.0
Kepler-1868 b,Transit,2021,0,211.0339966,3.15,10.1,1.7799999999999998,Kepler-1868,274.18,0.74,,-0.662,4658.0,0.0,14.0
Kepler-522 b,Transit,2016,0,38.58422849,6.91,38.2,0.636,Kepler-522,639.239,1.54,,0.655,6392.0,0.41000000000000003,1.7000000000000002
Kepler-44 b,Transit,2011,0,3.2467293,12.22,317.82,0.9299999999999999,Kepler-44,1188.0,1.12,G2 IV,0.34700000000000003,5800.0,0.15,5.8
Kepler-421 b,Transit,2014,0,704.1984,4.16,16.1,1.23,Kepler-421,348.558,0.79,G9/K0,-0.398,5308.0,-0.25,4.0
Kepler-369 c,Transit,2014,0,14.871572,1.4100000000000001,2.5700000000000003,5.04,Kepler-369,214.0,0.5,,-1.42,3591.0,-0.09,4.17
WASP-54 b,Transit,2012,0,3.6936400000000003,17.71,187.5197,0.16699999999999998,WASP-54,251.303,1.08,F9,0.5750000000000001,6100.0,-0.27,6.9
WASP-187 b,Transit,2020,0,5.147878,18.383,254.264,0.22399999999999998,WASP-187,371.414,1.54,F,0.967,6150.0,0.0,2.55
Kepler-445 c,Transit,2015,0,4.871229,2.51,6.85,2.38,Kepler-445,127.201,0.18,M4,-2.1,3157.0,0.27,6.61
Kepler-358 c,Transit,2014,0,83.488369,2.85,8.5,2.02,Kepler-358,1101.1,0.9400000000000001,,-0.138,5908.0,0.035,0.4
Kepler-46 c,Transit Timing Variations,2012,0,57.011,13.5,119.499,0.267,Kepler-46,777.06,0.9,,-0.255,5155.0,0.41000000000000003,9.7
Kepler-47 c,Transit,2012,0,303.227,4.65,3.17,0.16999999999999998,Kepler-47,1025.02,0.96,,-0.076,5636.0,-0.25,
Kepler-717 b,Transit,2016,0,4.40840023,2.42,6.44,2.5,Kepler-717,2805.48,0.88,,0.604,5485.0,-0.12,4.37
Kepler-721 b,Transit,2016,0,5.39202539,2.64,7.46,2.23,Kepler-721,926.598,0.8200000000000001,,-0.362,5075.0,-0.01,4.9
Kepler-449 c,Transit,2015,0,33.6727,2.7640000000000002,8.07,2.1,Kepler-449,241.949,1.02,,0.296,5649.18,-0.165,9.77
K2-295 b,Transit,2018,0,4.024867,10.054,106.47305,0.612,K2-295,232.801,0.74,K5 V,-0.716,4444.0,0.14,
WASP-81 b,Transit,2017,0,2.7164762,16.018,231.69807,0.33199999999999996,WASP-81,398.505,1.08,,0.246,5870.0,-0.36,
HAT-P-69 b,Transit,2019,0,4.7869491,18.786,1137.8314,1.02,HAT-P-69,341.263,1.65,,1.0,7394.0,-0.069,1.27
HAT-P-24 b,Transit,2010,0,3.3552400000000002,14.572,238.3725,0.44,HAT-P-24,415.344,1.37,F8,0.40800000000000003,6373.0,-0.16,2.8
HD 86226 c,Transit,2020,0,3.98442,2.16,7.25,3.9699999999999998,HD 86226,45.683,1.02,G1 V,0.07200000000000001,5863.0,0.018000000000000002,4.6
K2-100 b,Transit,2016,0,1.6739035,3.88,21.8,2.04,K2-100,188.959,1.15,G0 V,0.25,5945.0,0.22,0.75
Kepler-714 b,Transit,2016,0,8.09888799,9.67,67.6,0.411,Kepler-714,2083.37,1.09,,0.46,5995.0,0.04,3.55
Kepler-69 b,Transit,2013,0,13.722341,2.24,5.65,2.76,Kepler-69,730.625,0.81,G4 V,-0.097,5638.0,-0.29,9.8
Kepler-813 b,Transit,2016,0,19.12947337,2.14,5.22,2.9299999999999997,Kepler-813,840.0,0.9500000000000001,,-0.07100000000000001,5743.0,-0.13,3.98
Kepler-702 b,Transit,2016,0,10.52629406,9.17,61.8,0.44,Kepler-702,992.071,0.9,,-0.159,5419.0,0.0,4.47
Kepler-711 b,Transit,2016,0,23.58914398,3.41,11.5,1.5899999999999999,Kepler-711,624.575,0.84,,-0.499,5222.0,-0.04,4.37
Kepler-673 b,Transit,2016,0,3.72873109,6.54,34.8,0.6839999999999999,Kepler-673,918.21,0.88,,-0.34400000000000003,5355.0,0.0,4.47
Kepler-674 b,Transit,2016,0,2.24338185,1.69,3.5,3.98,Kepler-674,342.254,0.6,,-0.907,4192.0,-0.27,3.31
Kepler-694 b,Transit,2016,0,6.36584161,2.8,8.25,2.07,Kepler-694,1023.06,0.97,,-0.078,5700.0,0.0,4.07
Kepler-675 b,Transit,2016,0,2.33743801,2.44,6.53,2.4699999999999998,Kepler-675,665.68,0.79,,-0.507,4945.0,-0.05,4.68
Kepler-715 b,Transit,2016,0,10.00652995,3.75,13.5,1.41,Kepler-715,1327.44,1.04,,0.165,5871.0,0.02,3.98
Kepler-693 b,Transit,2016,0,15.37563332,10.18,73.8,0.384,Kepler-693,1151.51,0.76,,-0.427,4881.0,-0.1,4.47
K2-113 b,Transit,2017,0,5.817685,12.14,410.0007,1.97,K2-113,635.722,1.04,G,0.009000000000000001,5660.0,0.27,5.9
Kepler-530 b,Transit,2016,0,39.30941904,3.01,9.32,1.88,Kepler-530,457.709,0.97,,-0.132,5697.0,-0.08,1.78
Kepler-54 b,Transit,2012,0,8.0109434,2.1,21.5,12.8,Kepler-54,271.701,0.51,M1 V,-1.301,3705.0,-0.27,13.8
Kepler-540 b,Transit,2016,0,172.7049784,2.71,7.8,2.15,Kepler-540,390.374,1.02,,0.20700000000000002,5946.0,-0.1,4.9
WASP-25 b,Transit,2010,0,3.76483,11.994,139.8452,0.382,WASP-25,211.416,0.67,,-0.14300000000000002,5750.0,-0.05,0.02
HATS-35 b,Transit,2016,0,1.8209993,16.41,388.38826,0.484,HATS-35,514.555,1.32,,0.465,6300.0,0.21,2.13
Kepler-55 c,Transit,2012,0,42.1516418,2.21,69.8,35.5,Kepler-55,578.796,0.62,,-0.763,4362.0,-0.01,2.34
Kepler-523 b,Transit,2016,0,5.83598311,1.96,4.5,3.28,Kepler-523,253.295,0.93,,-0.28,5515.0,-0.03,2.45
Kepler-525 b,Transit,2016,0,18.68404933,2.63,7.41,2.24,Kepler-525,992.852,0.9500000000000001,,0.525,5573.0,0.11,10.47
Kepler-788 b,Transit,2016,0,8.39846269,2.55,7.04,2.33,Kepler-788,1775.8,1.16,,0.336,6159.0,0.05,3.02
Kepler-743 b,Transit,2016,0,3.17926292,1.21,1.92,5.96,Kepler-743,278.987,0.9400000000000001,,-0.176,5486.0,0.01,1.8599999999999999
Kepler-844 b,Transit,2016,0,2.61302086,1.6800000000000002,3.46,4.01,Kepler-844,431.776,0.59,,-0.921,4128.0,-0.24,3.8
Kepler-845 b,Transit,2016,0,0.92785982,2.04,4.82,3.12,Kepler-845,431.051,0.79,,-0.605,4913.0,0.01,4.79
Kepler-848 b,Transit,2016,0,6.9113441600000005,1.7000000000000002,3.5300000000000002,3.95,Kepler-848,1378.47,1.01,,0.594,5695.0,0.15,8.32
Kepler-827 b,Transit,2016,0,51.92927591,5.63,27.0,0.831,Kepler-827,2046.68,0.93,,0.232,5602.0,-0.06,4.37
Kepler-828 b,Transit,2016,0,0.56785714,1.51,2.89,4.61,Kepler-828,575.322,0.81,,-0.543,5039.0,-0.02,4.57
Kepler-48 d,Transit,2014,0,42.8961,2.04,7.93,5.08,Kepler-48,306.738,0.88,,-0.289,5194.0,0.17,3.14
Kepler-483 b,Transit,2016,0,30.229104,3.21,10.4,1.73,Kepler-483,860.355,1.28,,0.439,6346.0,0.09,2.63
TOI-1298 b,Transit,2021,0,4.537164,9.427,113.14691,0.743,TOI-1298,319.036,1.44,,0.334,5889.0,0.49,1.6
HD 3167 c,Transit,2016,0,29.8464948,2.923,10.67,2.35,HD 3167,47.2899,0.85,K0 V,-0.27,5300.0,0.037,10.2
HD 63433 b,Transit,2020,0,7.10793,2.15,5.27,2.91,HD 63433,22.4035,0.99,G5IV,-0.123,5640.0,0.017,0.41400000000000003
NGTS-23 b,Transit,2022,0,4.0764326,14.202,194.82881,0.374,NGTS-23,1074.95,1.01,F9 V,0.28300000000000003,6057.0,-0.26,6.39
HD 20329 b,Transit,2022,0,0.926118,1.72,7.42,8.06,HD 20329,63.6796,0.9,,0.049,5596.0,-0.07,11.0
TOI-1452 b,Transit,2022,0,11.06201,1.6720000000000002,4.82,5.6,TOI-1452,30.5212,0.25,M4 &#177 0.5 V,-2.155,3185.0,-0.07,
Kepler-516 b,Transit,2016,0,24.85462415,5.74,27.9,0.8109999999999999,Kepler-516,687.094,1.62,,0.798,7099.0,0.01,1.32
Kepler-524 b,Transit,2016,0,7.97419807,1.9100000000000001,4.31,3.4,Kepler-524,1058.24,1.09,,0.439,6014.0,0.02,3.02
Kepler-524 c,Transit,2016,0,1.88897906,0.96,0.8400000000000001,5.22,Kepler-524,1058.24,1.09,,0.439,6014.0,0.02,3.02
Kepler-737 b,Transit,2016,0,28.59915399,1.96,4.5,3.28,Kepler-737,205.118,0.51,,-1.301,3813.0,-0.24,3.89
Kepler-738 b,Transit,2016,0,24.58721573,2.5,6.8,2.39,Kepler-738,1113.65,0.86,,-0.213,5327.0,-0.09,4.57
Kepler-741 b,Transit,2016,0,7.03902374,2.9699999999999998,9.11,1.91,Kepler-741,1661.87,1.16,,0.332,6129.0,0.07,3.16
Kepler-764 b,Transit,2016,0,7.33683936,1.6400000000000001,3.33,4.15,Kepler-764,1047.84,0.92,,-0.136,5557.0,-0.06,4.17
Kepler-789 b,Transit,2016,0,8.63847725,2.12,5.14,2.96,Kepler-789,1480.16,1.01,,0.496,5870.0,-0.06,3.7199999999999998
Kepler-745 b,Transit,2016,0,9.93143556,2.16,5.31,2.9,Kepler-745,1780.38,1.04,,0.376,5849.0,0.06,4.07
Kepler-758 d,Transit,2016,0,20.4966197,2.12,5.14,2.96,Kepler-758,1502.32,1.16,,0.5630000000000001,6228.0,-0.1,3.8
Kepler-770 d,Transit,2016,0,4.15244722,1.4,2.54,5.09,Kepler-770,930.457,0.9400000000000001,,0.054,5598.0,-0.01,4.57
Kepler-82 f,Transit Timing Variations,2019,0,75.732,4.84,20.9,1.01,Kepler-82,904.326,0.91,,-0.225,5529.0,0.211,4.68
Kepler-746 b,Transit,2016,0,3.48159251,1.11,1.4100000000000001,5.67,Kepler-746,450.0,0.91,,-0.17200000000000001,5418.0,0.09,8.71
Kepler-796 b,Transit,2016,0,6.40087618,1.3,2.24,5.6,Kepler-796,817.584,0.93,,0.5720000000000001,5475.0,0.09,11.75
Kepler-765 b,Transit,2016,0,27.6655226,2.43,6.48,2.48,Kepler-765,1076.28,1.05,,0.146,5901.0,0.04,3.7199999999999998
Kepler-542 b,Transit,2016,0,13.14497566,1.57,3.09,4.39,Kepler-542,436.016,0.93,,-0.122,5526.0,0.02,4.57
Kepler-549 b,Transit,2016,0,42.9495649,2.5700000000000003,11.0,1.9,Kepler-549,635.145,0.88,,-0.306,5360.0,-0.03,4.57
Kepler-81 c,Transit,2012,0,12.04,2.37,4.3,1.77,Kepler-81,348.291,0.64,M0 V,-0.889,4385.0,-0.18,3.63
Kepler-810 b,Transit,2016,0,4.5972538499999995,1.9300000000000002,4.38,3.35,Kepler-810,1458.59,1.03,,-0.032,5803.0,0.1,4.17
Kepler-80 b,Transit,2012,0,7.05246,2.67,6.93,1.38,Kepler-80,369.451,0.73,K5,-0.77,4540.0,0.04,2.0
Kepler-758 b,Transit,2016,0,12.1097104,2.48,6.71,2.42,Kepler-758,1502.32,1.16,,0.5630000000000001,6228.0,-0.1,3.8
Kepler-80 f,Transit,2016,0,0.9867873,1.21,1.92,5.96,Kepler-80,369.451,0.73,K5,-0.77,4540.0,0.04,2.0
Kepler-553 c,Transit,2016,0,328.2399546,11.2,,,Kepler-553,728.525,0.92,,-0.261,5266.0,0.21,2.88
Kepler-766 b,Transit,2016,0,6.10027804,3.39,11.4,1.6099999999999999,Kepler-766,2297.62,1.1,,0.451,5992.0,0.09,3.63
Kepler-770 c,Transit,2016,0,1.4753223100000001,1.2,1.87,5.95,Kepler-770,930.457,0.9400000000000001,,0.054,5598.0,-0.01,4.57
Kepler-778 b,Transit,2016,0,3.75574426,1.6800000000000002,3.46,4.01,Kepler-778,938.168,0.81,,-0.41300000000000003,5102.0,-0.09,5.25
